Sample_ID_1	Sample_ID_2	Population_1	Population_2	CHRType	K	Value
6836	KAZ14035	Guglionesi_427	Chokpak	Guglionesi	Allosome	K = 4	-0.0033485
6837	KAZ14035	Guglionesi_432	Chokpak	Guglionesi	Allosome	K = 4	-0.0033485
6838	KAZ14035	KAZ14001	Chokpak	Error	Allosome	K = 4	0.0421853111111111
6839	KAZ14035	KAZ14003	Chokpak	Error	Allosome	K = 4	0.110039
6840	KAZ14035	KAZ14032	Chokpak	Error	Allosome	K = 4	0.0421853111111111
6841	KAZ14035	KAZ14035	Chokpak	Error	Allosome	K = 4	NA
6842	KAZ14035	KAZ14053	Chokpak	Error	Allosome	K = 4	0.043995
6843	KAZ14035	KAZ14054	Chokpak	Error	Allosome	K = 4	0.022418
6844	KAZ14035	KAZ14055	Chokpak	Error	Allosome	K = 4	0.02138
6845	KAZ14035	KAZ14057	Chokpak	Error	Allosome	K = 4	0.140505
6846	KAZ14035	KAZ14059	Chokpak	Error	Allosome	K = 4	0.080904
6847	KAZ14035	KAZ14061	Chokpak	Error	Allosome	K = 4	0.102652
6848	KAZ14035	Lesina_280	Chokpak	Lesina	Allosome	K = 4	-0.086161
6849	KAZ14035	Lesina_281	Chokpak	Lesina	Allosome	K = 4	-0.080357
6850	KAZ14035	Lesina_282	Chokpak	Lesina	Allosome	K = 4	-0.090721
6851	KAZ14035	Lesina_285	Chokpak	Lesina	Allosome	K = 4	-0.066535
6852	KAZ14035	Lesina_286	Chokpak	Lesina	Allosome	K = 4	-0.091
6853	KAZ14035	Lesina_287	Chokpak	Lesina	Allosome	K = 4	-0.016555
6854	KAZ14035	Lesina_288	Chokpak	Lesina	Allosome	K = 4	-0.055141
6855	KAZ14035	Lesina_289	Chokpak	Lesina	Allosome	K = 4	-0.021004
6856	KAZ14035	Lesina_292	Chokpak	Lesina	Allosome	K = 4	-0.061463
6857	KAZ14035	Lesina_295	Chokpak	Lesina	Allosome	K = 4	-0.113924
6858	KAZ14035	PDOM2022NLD0042M	Chokpak	Error	Allosome	K = 4	0.051713
6859	KAZ14035	PDOM2022NLD0044M	Chokpak	Error	Allosome	K = 4	-0.023804
6860	KAZ14035	PDOM2022NLD0045M	Chokpak	Error	Allosome	K = 4	0.073764
6861	KAZ14035	PDOM2022NLD0046M	Chokpak	Error	Allosome	K = 4	-0.038638
6862	KAZ14035	PDOM2022NLD0072M	Chokpak	Error	Allosome	K = 4	-0.002254
6863	KAZ14035	PDOM2022NLD0077M	Chokpak	Error	Allosome	K = 4	-0.039584
6864	KAZ14035	PI22NLD0001M	Chokpak	Error	Allosome	K = 4	-0.002909
6865	KAZ14053	Crotone517	Chokpak	Crotone	Allosome	K = 4	0.00328694
6866	KAZ14053	Crotone505	Chokpak	Crotone	Allosome	K = 4	0.00328694
6867	KAZ14053	Crotone518	Chokpak	Crotone	Allosome	K = 4	0.00328694
6868	KAZ14053	Crotone510	Chokpak	Crotone	Allosome	K = 4	0.00328694
6869	KAZ14053	Crotone500	Chokpak	Crotone	Allosome	K = 4	0.00328694
6870	KAZ14053	Crotone502	Chokpak	Crotone	Allosome	K = 4	0.00328694
6871	KAZ14053	Crotone501	Chokpak	Crotone	Allosome	K = 4	0.00328694
6872	KAZ14053	Crotone514	Chokpak	Crotone	Allosome	K = 4	0.00328694
6873	KAZ14053	Crotone498	Chokpak	Crotone	Allosome	K = 4	0.00328694
6874	KAZ14053	Crotone512	Chokpak	Crotone	Allosome	K = 4	0.00328694
6875	KAZ14053	FR046	Chokpak	Error	Allosome	K = 4	-0.0065321
6876	KAZ14053	FR049	Chokpak	Error	Allosome	K = 4	-0.0065321
6877	KAZ14053	FR051	Chokpak	Error	Allosome	K = 4	-0.0065321
6878	KAZ14053	FR063	Chokpak	Error	Allosome	K = 4	-0.0065321
6879	KAZ14053	FR064	Chokpak	Error	Allosome	K = 4	-0.0065321
6880	KAZ14053	Guglionesi_433	Chokpak	Guglionesi	Allosome	K = 4	-0.0033485
6881	KAZ14053	Guglionesi_426	Chokpak	Guglionesi	Allosome	K = 4	-0.0033485
6882	KAZ14053	Guglionesi_431	Chokpak	Guglionesi	Allosome	K = 4	-0.0033485
6883	KAZ14053	Guglionesi_336	Chokpak	Guglionesi	Allosome	K = 4	-0.0033485
6884	KAZ14053	Guglionesi_428	Chokpak	Guglionesi	Allosome	K = 4	-0.0033485
6885	KAZ14053	Guglionesi_429	Chokpak	Guglionesi	Allosome	K = 4	-0.0033485
6886	KAZ14053	Guglionesi_434	Chokpak	Guglionesi	Allosome	K = 4	-0.0033485
6887	KAZ14053	Guglionesi_435	Chokpak	Guglionesi	Allosome	K = 4	-0.0033485
6888	KAZ14053	Guglionesi_427	Chokpak	Guglionesi	Allosome	K = 4	-0.0033485
6889	KAZ14053	Guglionesi_432	Chokpak	Guglionesi	Allosome	K = 4	-0.0033485
6890	KAZ14053	KAZ14001	Chokpak	Error	Allosome	K = 4	0.0421853111111111
6891	KAZ14053	KAZ14003	Chokpak	Error	Allosome	K = 4	-0.003458
6892	KAZ14053	KAZ14032	Chokpak	Error	Allosome	K = 4	0.0421853111111111
6893	KAZ14053	KAZ14035	Chokpak	Error	Allosome	K = 4	0.0421853111111111
6894	KAZ14053	KAZ14053	Chokpak	Error	Allosome	K = 4	NA
6895	KAZ14053	KAZ14054	Chokpak	Error	Allosome	K = 4	0.006594
6896	KAZ14053	KAZ14055	Chokpak	Error	Allosome	K = 4	0.033387
6897	KAZ14053	KAZ14057	Chokpak	Error	Allosome	K = 4	0.072572
6898	KAZ14053	KAZ14059	Chokpak	Error	Allosome	K = 4	0.02025
6899	KAZ14053	KAZ14061	Chokpak	Error	Allosome	K = 4	0.065806
6900	KAZ14053	Lesina_280	Chokpak	Lesina	Allosome	K = 4	-0.051617
6901	KAZ14053	Lesina_281	Chokpak	Lesina	Allosome	K = 4	0.02821
6902	KAZ14053	Lesina_282	Chokpak	Lesina	Allosome	K = 4	-0.077135
6903	KAZ14053	Lesina_285	Chokpak	Lesina	Allosome	K = 4	-0.008351
6904	KAZ14053	Lesina_286	Chokpak	Lesina	Allosome	K = 4	-0.023654
6905	KAZ14053	Lesina_287	Chokpak	Lesina	Allosome	K = 4	0.012898
6906	KAZ14053	Lesina_288	Chokpak	Lesina	Allosome	K = 4	-6.1e-05
6907	KAZ14053	Lesina_289	Chokpak	Lesina	Allosome	K = 4	-0.043108
6908	KAZ14053	Lesina_292	Chokpak	Lesina	Allosome	K = 4	-0.064285
6909	KAZ14053	Lesina_295	Chokpak	Lesina	Allosome	K = 4	-0.099025
6910	KAZ14053	PDOM2022NLD0042M	Chokpak	Error	Allosome	K = 4	-0.031326
6911	KAZ14053	PDOM2022NLD0044M	Chokpak	Error	Allosome	K = 4	0.035262
6912	KAZ14053	PDOM2022NLD0045M	Chokpak	Error	Allosome	K = 4	-0.031154
6913	KAZ14053	PDOM2022NLD0046M	Chokpak	Error	Allosome	K = 4	-0.029515
6914	KAZ14053	PDOM2022NLD0072M	Chokpak	Error	Allosome	K = 4	-0.00651
6915	KAZ14053	PDOM2022NLD0077M	Chokpak	Error	Allosome	K = 4	0.022688
6916	KAZ14053	PI22NLD0001M	Chokpak	Error	Allosome	K = 4	-0.008808
6917	KAZ14055	Crotone517	Chokpak	Crotone	Allosome	K = 4	0.00328694
6918	KAZ14055	Crotone505	Chokpak	Crotone	Allosome	K = 4	0.00328694
6919	KAZ14055	Crotone518	Chokpak	Crotone	Allosome	K = 4	0.00328694
6920	KAZ14055	Crotone510	Chokpak	Crotone	Allosome	K = 4	0.00328694
6921	KAZ14055	Crotone500	Chokpak	Crotone	Allosome	K = 4	0.00328694
6922	KAZ14055	Crotone502	Chokpak	Crotone	Allosome	K = 4	0.00328694
6923	KAZ14055	Crotone501	Chokpak	Crotone	Allosome	K = 4	0.00328694
6924	KAZ14055	Crotone514	Chokpak	Crotone	Allosome	K = 4	0.00328694
6925	KAZ14055	Crotone498	Chokpak	Crotone	Allosome	K = 4	0.00328694
6926	KAZ14055	Crotone512	Chokpak	Crotone	Allosome	K = 4	0.00328694
6927	KAZ14055	FR046	Chokpak	Error	Allosome	K = 4	-0.0065321
6928	KAZ14055	FR049	Chokpak	Error	Allosome	K = 4	-0.0065321
6929	KAZ14055	FR051	Chokpak	Error	Allosome	K = 4	-0.0065321
6930	KAZ14055	FR063	Chokpak	Error	Allosome	K = 4	-0.0065321
6931	KAZ14055	FR064	Chokpak	Error	Allosome	K = 4	-0.0065321
6932	KAZ14055	Guglionesi_433	Chokpak	Guglionesi	Allosome	K = 4	-0.0033485
6933	KAZ14055	Guglionesi_426	Chokpak	Guglionesi	Allosome	K = 4	-0.0033485
6934	KAZ14055	Guglionesi_431	Chokpak	Guglionesi	Allosome	K = 4	-0.0033485
6935	KAZ14055	Guglionesi_336	Chokpak	Guglionesi	Allosome	K = 4	-0.0033485
6936	KAZ14055	Guglionesi_428	Chokpak	Guglionesi	Allosome	K = 4	-0.0033485
6937	KAZ14055	Guglionesi_429	Chokpak	Guglionesi	Allosome	K = 4	-0.0033485
6938	KAZ14055	Guglionesi_434	Chokpak	Guglionesi	Allosome	K = 4	-0.0033485
6939	KAZ14055	Guglionesi_435	Chokpak	Guglionesi	Allosome	K = 4	-0.0033485
6940	KAZ14055	Guglionesi_427	Chokpak	Guglionesi	Allosome	K = 4	-0.0033485
6941	KAZ14055	Guglionesi_432	Chokpak	Guglionesi	Allosome	K = 4	-0.0033485
6942	KAZ14055	KAZ14001	Chokpak	Error	Allosome	K = 4	0.0421853111111111
6943	KAZ14055	KAZ14003	Chokpak	Error	Allosome	K = 4	0.083927
6944	KAZ14055	KAZ14032	Chokpak	Error	Allosome	K = 4	0.0421853111111111
6945	KAZ14055	KAZ14035	Chokpak	Error	Allosome	K = 4	0.0421853111111111
6946	KAZ14055	KAZ14053	Chokpak	Error	Allosome	K = 4	0.0421853111111111
6947	KAZ14055	KAZ14054	Chokpak	Error	Allosome	K = 4	0.023142
6948	KAZ14055	KAZ14055	Chokpak	Error	Allosome	K = 4	NA
6949	KAZ14055	KAZ14057	Chokpak	Error	Allosome	K = 4	-0.002207
6950	KAZ14055	KAZ14059	Chokpak	Error	Allosome	K = 4	-0.034408
6951	KAZ14055	KAZ14061	Chokpak	Error	Allosome	K = 4	-0.008389
6952	KAZ14055	Lesina_280	Chokpak	Lesina	Allosome	K = 4	-0.033416
6953	KAZ14055	Lesina_281	Chokpak	Lesina	Allosome	K = 4	-0.008272
6954	KAZ14055	Lesina_282	Chokpak	Lesina	Allosome	K = 4	0.00498
6955	KAZ14055	Lesina_285	Chokpak	Lesina	Allosome	K = 4	-0.014267
6956	KAZ14055	Lesina_286	Chokpak	Lesina	Allosome	K = 4	-0.019198
6957	KAZ14055	Lesina_287	Chokpak	Lesina	Allosome	K = 4	-0.039773
6958	KAZ14055	Lesina_288	Chokpak	Lesina	Allosome	K = 4	-0.085058
6959	KAZ14055	Lesina_289	Chokpak	Lesina	Allosome	K = 4	-0.01743
6960	KAZ14055	Lesina_292	Chokpak	Lesina	Allosome	K = 4	0.043067
6961	KAZ14055	Lesina_295	Chokpak	Lesina	Allosome	K = 4	-0.010254
6962	KAZ14055	PDOM2022NLD0042M	Chokpak	Error	Allosome	K = 4	0.01351
6963	KAZ14055	PDOM2022NLD0044M	Chokpak	Error	Allosome	K = 4	0.005568
6964	KAZ14055	PDOM2022NLD0045M	Chokpak	Error	Allosome	K = 4	-0.005736
6965	KAZ14055	PDOM2022NLD0046M	Chokpak	Error	Allosome	K = 4	0.019325
6966	KAZ14055	PDOM2022NLD0072M	Chokpak	Error	Allosome	K = 4	-0.015632
6967	KAZ14055	PDOM2022NLD0077M	Chokpak	Error	Allosome	K = 4	0.025443
6968	KAZ14055	PI22NLD0001M	Chokpak	Error	Allosome	K = 4	0.006874
6969	KAZ14003	Crotone517	Chokpak	Crotone	Allosome	K = 4	0.00328694
6970	KAZ14003	Crotone505	Chokpak	Crotone	Allosome	K = 4	0.00328694
6971	KAZ14003	Crotone518	Chokpak	Crotone	Allosome	K = 4	0.00328694
6972	KAZ14003	Crotone510	Chokpak	Crotone	Allosome	K = 4	0.00328694
6973	KAZ14003	Crotone500	Chokpak	Crotone	Allosome	K = 4	0.00328694
6974	KAZ14003	Crotone502	Chokpak	Crotone	Allosome	K = 4	0.00328694
6975	KAZ14003	Crotone501	Chokpak	Crotone	Allosome	K = 4	0.00328694
6976	KAZ14003	Crotone514	Chokpak	Crotone	Allosome	K = 4	0.00328694
6977	KAZ14003	Crotone498	Chokpak	Crotone	Allosome	K = 4	0.00328694
6978	KAZ14003	Crotone512	Chokpak	Crotone	Allosome	K = 4	0.00328694
6979	KAZ14003	FR046	Chokpak	Error	Allosome	K = 4	-0.0065321
6980	KAZ14003	FR049	Chokpak	Error	Allosome	K = 4	-0.0065321
6981	KAZ14003	FR051	Chokpak	Error	Allosome	K = 4	-0.0065321
6982	KAZ14003	FR063	Chokpak	Error	Allosome	K = 4	-0.0065321
6983	KAZ14003	FR064	Chokpak	Error	Allosome	K = 4	-0.0065321
6984	KAZ14003	Guglionesi_433	Chokpak	Guglionesi	Allosome	K = 4	-0.0033485
6985	KAZ14003	Guglionesi_426	Chokpak	Guglionesi	Allosome	K = 4	-0.0033485
6986	KAZ14003	Guglionesi_431	Chokpak	Guglionesi	Allosome	K = 4	-0.0033485
6987	KAZ14003	Guglionesi_336	Chokpak	Guglionesi	Allosome	K = 4	-0.0033485
6988	KAZ14003	Guglionesi_428	Chokpak	Guglionesi	Allosome	K = 4	-0.0033485
6989	KAZ14003	Guglionesi_429	Chokpak	Guglionesi	Allosome	K = 4	-0.0033485
6990	KAZ14003	Guglionesi_434	Chokpak	Guglionesi	Allosome	K = 4	-0.0033485
6991	KAZ14003	Guglionesi_435	Chokpak	Guglionesi	Allosome	K = 4	-0.0033485
6992	KAZ14003	Guglionesi_427	Chokpak	Guglionesi	Allosome	K = 4	-0.0033485
6993	KAZ14003	Guglionesi_432	Chokpak	Guglionesi	Allosome	K = 4	-0.0033485
6994	KAZ14003	KAZ14001	Chokpak	Error	Allosome	K = 4	0.0421853111111111
6995	KAZ14003	KAZ14003	Chokpak	Error	Allosome	K = 4	NA
6996	KAZ14003	KAZ14032	Chokpak	Error	Allosome	K = 4	0.0421853111111111
6997	KAZ14003	KAZ14035	Chokpak	Error	Allosome	K = 4	0.0421853111111111
6998	KAZ14003	KAZ14053	Chokpak	Error	Allosome	K = 4	0.0421853111111111
6999	KAZ14003	KAZ14054	Chokpak	Error	Allosome	K = 4	0.025442
7000	KAZ14003	KAZ14055	Chokpak	Error	Allosome	K = 4	0.0421853111111111
7001	KAZ14003	KAZ14057	Chokpak	Error	Allosome	K = 4	0.031551
7002	KAZ14003	KAZ14059	Chokpak	Error	Allosome	K = 4	0.075339
7003	KAZ14003	KAZ14061	Chokpak	Error	Allosome	K = 4	0.044974
7004	KAZ14003	Lesina_280	Chokpak	Lesina	Allosome	K = 4	-0.07445
7005	KAZ14003	Lesina_281	Chokpak	Lesina	Allosome	K = 4	-0.022927
7006	KAZ14003	Lesina_282	Chokpak	Lesina	Allosome	K = 4	-0.056253
7007	KAZ14003	Lesina_285	Chokpak	Lesina	Allosome	K = 4	-0.009419
7008	KAZ14003	Lesina_286	Chokpak	Lesina	Allosome	K = 4	-0.029071
7009	KAZ14003	Lesina_287	Chokpak	Lesina	Allosome	K = 4	-0.058334
7010	KAZ14003	Lesina_288	Chokpak	Lesina	Allosome	K = 4	-0.057531
7011	KAZ14003	Lesina_289	Chokpak	Lesina	Allosome	K = 4	-0.009413
7012	KAZ14003	Lesina_292	Chokpak	Lesina	Allosome	K = 4	-0.099215
7013	KAZ14003	Lesina_295	Chokpak	Lesina	Allosome	K = 4	-0.039149
7014	KAZ14003	PDOM2022NLD0042M	Chokpak	Error	Allosome	K = 4	0.019234
7015	KAZ14003	PDOM2022NLD0044M	Chokpak	Error	Allosome	K = 4	0.021529
7016	KAZ14003	PDOM2022NLD0045M	Chokpak	Error	Allosome	K = 4	0.029454
7017	KAZ14003	PDOM2022NLD0046M	Chokpak	Error	Allosome	K = 4	0.009438
7018	KAZ14003	PDOM2022NLD0072M	Chokpak	Error	Allosome	K = 4	-0.017618
7019	KAZ14003	PDOM2022NLD0077M	Chokpak	Error	Allosome	K = 4	0.027883
7020	KAZ14003	PI22NLD0001M	Chokpak	Error	Allosome	K = 4	0.00996
7021	KAZ14054	Crotone517	Chokpak	Crotone	Allosome	K = 4	0.00328694
7022	KAZ14054	Crotone505	Chokpak	Crotone	Allosome	K = 4	0.00328694
7023	KAZ14054	Crotone518	Chokpak	Crotone	Allosome	K = 4	0.00328694
7024	KAZ14054	Crotone510	Chokpak	Crotone	Allosome	K = 4	0.00328694
7025	KAZ14054	Crotone500	Chokpak	Crotone	Allosome	K = 4	0.00328694
7026	KAZ14054	Crotone502	Chokpak	Crotone	Allosome	K = 4	0.00328694
7027	KAZ14054	Crotone501	Chokpak	Crotone	Allosome	K = 4	0.00328694
7028	KAZ14054	Crotone514	Chokpak	Crotone	Allosome	K = 4	0.00328694
7029	KAZ14054	Crotone498	Chokpak	Crotone	Allosome	K = 4	0.00328694
7030	KAZ14054	Crotone512	Chokpak	Crotone	Allosome	K = 4	0.00328694
7031	KAZ14054	FR046	Chokpak	Error	Allosome	K = 4	-0.0065321
7032	KAZ14054	FR049	Chokpak	Error	Allosome	K = 4	-0.0065321
7033	KAZ14054	FR051	Chokpak	Error	Allosome	K = 4	-0.0065321
7034	KAZ14054	FR063	Chokpak	Error	Allosome	K = 4	-0.0065321
7035	KAZ14054	FR064	Chokpak	Error	Allosome	K = 4	-0.0065321
7036	KAZ14054	Guglionesi_433	Chokpak	Guglionesi	Allosome	K = 4	-0.0033485
7037	KAZ14054	Guglionesi_426	Chokpak	Guglionesi	Allosome	K = 4	-0.0033485
7038	KAZ14054	Guglionesi_431	Chokpak	Guglionesi	Allosome	K = 4	-0.0033485
7039	KAZ14054	Guglionesi_336	Chokpak	Guglionesi	Allosome	K = 4	-0.0033485
7040	KAZ14054	Guglionesi_428	Chokpak	Guglionesi	Allosome	K = 4	-0.0033485
7041	KAZ14054	Guglionesi_429	Chokpak	Guglionesi	Allosome	K = 4	-0.0033485
7042	KAZ14054	Guglionesi_434	Chokpak	Guglionesi	Allosome	K = 4	-0.0033485
7043	KAZ14054	Guglionesi_435	Chokpak	Guglionesi	Allosome	K = 4	-0.0033485
7044	KAZ14054	Guglionesi_427	Chokpak	Guglionesi	Allosome	K = 4	-0.0033485
7045	KAZ14054	Guglionesi_432	Chokpak	Guglionesi	Allosome	K = 4	-0.0033485
7046	KAZ14054	KAZ14001	Chokpak	Error	Allosome	K = 4	0.0421853111111111
7047	KAZ14054	KAZ14003	Chokpak	Error	Allosome	K = 4	0.0421853111111111
7048	KAZ14054	KAZ14032	Chokpak	Error	Allosome	K = 4	0.0421853111111111
7049	KAZ14054	KAZ14035	Chokpak	Error	Allosome	K = 4	0.0421853111111111
7050	KAZ14054	KAZ14053	Chokpak	Error	Allosome	K = 4	0.0421853111111111
7051	KAZ14054	KAZ14054	Chokpak	Error	Allosome	K = 4	NA
7052	KAZ14054	KAZ14055	Chokpak	Error	Allosome	K = 4	0.0421853111111111
7053	KAZ14054	KAZ14057	Chokpak	Error	Allosome	K = 4	0.054565
7054	KAZ14054	KAZ14059	Chokpak	Error	Allosome	K = 4	0.000533
7055	KAZ14054	KAZ14061	Chokpak	Error	Allosome	K = 4	0.023846
7056	KAZ14054	Lesina_280	Chokpak	Lesina	Allosome	K = 4	-0.01107
7057	KAZ14054	Lesina_281	Chokpak	Lesina	Allosome	K = 4	-0.029477
7058	KAZ14054	Lesina_282	Chokpak	Lesina	Allosome	K = 4	-0.046974
7059	KAZ14054	Lesina_285	Chokpak	Lesina	Allosome	K = 4	0.008413
7060	KAZ14054	Lesina_286	Chokpak	Lesina	Allosome	K = 4	-0.003884
7061	KAZ14054	Lesina_287	Chokpak	Lesina	Allosome	K = 4	-0.028573
7062	KAZ14054	Lesina_288	Chokpak	Lesina	Allosome	K = 4	-0.062632
7063	KAZ14054	Lesina_289	Chokpak	Lesina	Allosome	K = 4	-0.003375
7064	KAZ14054	Lesina_292	Chokpak	Lesina	Allosome	K = 4	-0.007419
7065	KAZ14054	Lesina_295	Chokpak	Lesina	Allosome	K = 4	-0.044268
7066	KAZ14054	PDOM2022NLD0042M	Chokpak	Error	Allosome	K = 4	-0.020487
7067	KAZ14054	PDOM2022NLD0044M	Chokpak	Error	Allosome	K = 4	-0.052528
7068	KAZ14054	PDOM2022NLD0045M	Chokpak	Error	Allosome	K = 4	0.025206
7069	KAZ14054	PDOM2022NLD0046M	Chokpak	Error	Allosome	K = 4	0.003463
7070	KAZ14054	PDOM2022NLD0072M	Chokpak	Error	Allosome	K = 4	-0.007844
7071	KAZ14054	PDOM2022NLD0077M	Chokpak	Error	Allosome	K = 4	0.005675
7072	KAZ14054	PI22NLD0001M	Chokpak	Error	Allosome	K = 4	-0.007815
7073	KAZ14057	Crotone517	Chokpak	Crotone	Allosome	K = 4	0.00328694
7074	KAZ14057	Crotone505	Chokpak	Crotone	Allosome	K = 4	0.00328694
7075	KAZ14057	Crotone518	Chokpak	Crotone	Allosome	K = 4	0.00328694
7076	KAZ14057	Crotone510	Chokpak	Crotone	Allosome	K = 4	0.00328694
7077	KAZ14057	Crotone500	Chokpak	Crotone	Allosome	K = 4	0.00328694
7078	KAZ14057	Crotone502	Chokpak	Crotone	Allosome	K = 4	0.00328694
7079	KAZ14057	Crotone501	Chokpak	Crotone	Allosome	K = 4	0.00328694
7080	KAZ14057	Crotone514	Chokpak	Crotone	Allosome	K = 4	0.00328694
7081	KAZ14057	Crotone498	Chokpak	Crotone	Allosome	K = 4	0.00328694
7082	KAZ14057	Crotone512	Chokpak	Crotone	Allosome	K = 4	0.00328694
7083	KAZ14057	FR046	Chokpak	Error	Allosome	K = 4	-0.0065321
7084	KAZ14057	FR049	Chokpak	Error	Allosome	K = 4	-0.0065321
7085	KAZ14057	FR051	Chokpak	Error	Allosome	K = 4	-0.0065321
7086	KAZ14057	FR063	Chokpak	Error	Allosome	K = 4	-0.0065321
7087	KAZ14057	FR064	Chokpak	Error	Allosome	K = 4	-0.0065321
7088	KAZ14057	Guglionesi_433	Chokpak	Guglionesi	Allosome	K = 4	-0.0033485
7089	KAZ14057	Guglionesi_426	Chokpak	Guglionesi	Allosome	K = 4	-0.0033485
7090	KAZ14057	Guglionesi_431	Chokpak	Guglionesi	Allosome	K = 4	-0.0033485
7091	KAZ14057	Guglionesi_336	Chokpak	Guglionesi	Allosome	K = 4	-0.0033485
7092	KAZ14057	Guglionesi_428	Chokpak	Guglionesi	Allosome	K = 4	-0.0033485
7093	KAZ14057	Guglionesi_429	Chokpak	Guglionesi	Allosome	K = 4	-0.0033485
7094	KAZ14057	Guglionesi_434	Chokpak	Guglionesi	Allosome	K = 4	-0.0033485
7095	KAZ14057	Guglionesi_435	Chokpak	Guglionesi	Allosome	K = 4	-0.0033485
7096	KAZ14057	Guglionesi_427	Chokpak	Guglionesi	Allosome	K = 4	-0.0033485
7097	KAZ14057	Guglionesi_432	Chokpak	Guglionesi	Allosome	K = 4	-0.0033485
7098	KAZ14057	KAZ14001	Chokpak	Error	Allosome	K = 4	0.0421853111111111
7099	KAZ14057	KAZ14003	Chokpak	Error	Allosome	K = 4	0.0421853111111111
7100	KAZ14057	KAZ14032	Chokpak	Error	Allosome	K = 4	0.0421853111111111
7101	KAZ14057	KAZ14035	Chokpak	Error	Allosome	K = 4	0.0421853111111111
7102	KAZ14057	KAZ14053	Chokpak	Error	Allosome	K = 4	0.0421853111111111
7103	KAZ14057	KAZ14054	Chokpak	Error	Allosome	K = 4	0.0421853111111111
7104	KAZ14057	KAZ14055	Chokpak	Error	Allosome	K = 4	0.0421853111111111
7105	KAZ14057	KAZ14057	Chokpak	Error	Allosome	K = 4	NA
7106	KAZ14057	KAZ14059	Chokpak	Error	Allosome	K = 4	0.044664
7107	KAZ14057	KAZ14061	Chokpak	Error	Allosome	K = 4	0.063847
7108	KAZ14057	Lesina_280	Chokpak	Lesina	Allosome	K = 4	-0.043466
7109	KAZ14057	Lesina_281	Chokpak	Lesina	Allosome	K = 4	-0.097924
7110	KAZ14057	Lesina_282	Chokpak	Lesina	Allosome	K = 4	-0.058161
7111	KAZ14057	Lesina_285	Chokpak	Lesina	Allosome	K = 4	-0.073239
7112	KAZ14057	Lesina_286	Chokpak	Lesina	Allosome	K = 4	-0.012266
7113	KAZ14057	Lesina_287	Chokpak	Lesina	Allosome	K = 4	-0.004512
7114	KAZ14057	Lesina_288	Chokpak	Lesina	Allosome	K = 4	-0.029536
7115	KAZ14057	Lesina_289	Chokpak	Lesina	Allosome	K = 4	-0.049903
7116	KAZ14057	Lesina_292	Chokpak	Lesina	Allosome	K = 4	-0.03015
7117	KAZ14057	Lesina_295	Chokpak	Lesina	Allosome	K = 4	-0.065783
7118	KAZ14057	PDOM2022NLD0042M	Chokpak	Error	Allosome	K = 4	0.043907
7119	KAZ14057	PDOM2022NLD0044M	Chokpak	Error	Allosome	K = 4	-0.032735
7120	KAZ14057	PDOM2022NLD0045M	Chokpak	Error	Allosome	K = 4	0.013835
7121	KAZ14057	PDOM2022NLD0046M	Chokpak	Error	Allosome	K = 4	0.032216
7122	KAZ14057	PDOM2022NLD0072M	Chokpak	Error	Allosome	K = 4	-0.006561
7123	KAZ14057	PDOM2022NLD0077M	Chokpak	Error	Allosome	K = 4	0.010727
7124	KAZ14057	PI22NLD0001M	Chokpak	Error	Allosome	K = 4	-0.041202
7125	KAZ14059	Crotone517	Chokpak	Crotone	Allosome	K = 4	0.00328694
7126	KAZ14059	Crotone505	Chokpak	Crotone	Allosome	K = 4	0.00328694
7127	KAZ14059	Crotone518	Chokpak	Crotone	Allosome	K = 4	0.00328694
7128	KAZ14059	Crotone510	Chokpak	Crotone	Allosome	K = 4	0.00328694
7129	KAZ14059	Crotone500	Chokpak	Crotone	Allosome	K = 4	0.00328694
7130	KAZ14059	Crotone502	Chokpak	Crotone	Allosome	K = 4	0.00328694
7131	KAZ14059	Crotone501	Chokpak	Crotone	Allosome	K = 4	0.00328694
7132	KAZ14059	Crotone514	Chokpak	Crotone	Allosome	K = 4	0.00328694
7133	KAZ14059	Crotone498	Chokpak	Crotone	Allosome	K = 4	0.00328694
7134	KAZ14059	Crotone512	Chokpak	Crotone	Allosome	K = 4	0.00328694
7135	KAZ14059	FR046	Chokpak	Error	Allosome	K = 4	-0.0065321
7136	KAZ14059	FR049	Chokpak	Error	Allosome	K = 4	-0.0065321
7137	KAZ14059	FR051	Chokpak	Error	Allosome	K = 4	-0.0065321
7138	KAZ14059	FR063	Chokpak	Error	Allosome	K = 4	-0.0065321
7139	KAZ14059	FR064	Chokpak	Error	Allosome	K = 4	-0.0065321
7140	KAZ14059	Guglionesi_433	Chokpak	Guglionesi	Allosome	K = 4	-0.0033485
7141	KAZ14059	Guglionesi_426	Chokpak	Guglionesi	Allosome	K = 4	-0.0033485
7142	KAZ14059	Guglionesi_431	Chokpak	Guglionesi	Allosome	K = 4	-0.0033485
7143	KAZ14059	Guglionesi_336	Chokpak	Guglionesi	Allosome	K = 4	-0.0033485
7144	KAZ14059	Guglionesi_428	Chokpak	Guglionesi	Allosome	K = 4	-0.0033485
7145	KAZ14059	Guglionesi_429	Chokpak	Guglionesi	Allosome	K = 4	-0.0033485
7146	KAZ14059	Guglionesi_434	Chokpak	Guglionesi	Allosome	K = 4	-0.0033485
7147	KAZ14059	Guglionesi_435	Chokpak	Guglionesi	Allosome	K = 4	-0.0033485
7148	KAZ14059	Guglionesi_427	Chokpak	Guglionesi	Allosome	K = 4	-0.0033485
